#       time         integral Re         integral Im         integral Re         integral Im
#       r =            50.000000           50.000000          100.000000          100.000000
 281.0000000   -1.2814865988e-07   -5.5453735901e-22    9.5883529283e-08   -5.1223030185e-21
 282.0000000    3.0473827960e-07   -1.7251853339e-21    5.2255165810e-07   -4.0129504195e-21
 283.0000000    5.9486365033e-07   -2.3772459946e-21    5.2037402517e-07   -1.8181429864e-21
 284.0000000    4.6309800789e-07   -2.1438873578e-21   -1.9828926061e-07    1.5433049577e-21
 285.0000000   -2.6736702959e-08   -1.1389356150e-21   -1.1509750840e-06    4.4713635752e-21
 286.0000000   -4.9404967300e-07    3.2590269900e-22   -1.5393729132e-06    5.3210783971e-21
 287.0000000   -4.8793530359e-07    1.9201479269e-21   -9.7406277588e-07    3.0372650376e-21
 288.0000000    1.9845135490e-07    2.6720672206e-21    1.7744227523e-07   -1.8643390849e-22
 289.0000000    1.3436684900e-06    2.4947686495e-21    1.1100639533e-06   -2.8064654909e-21
 290.0000000    2.3698149870e-06    1.2823205887e-21    1.2662043092e-06   -3.7760286053e-21
 291.0000000    2.6476885103e-06   -5.5632904514e-22    7.7172000387e-07   -3.4818293804e-21
 292.0000000    1.8717676117e-06   -2.2061763198e-21    2.4384630615e-07   -2.1090649928e-21
 293.0000000    2.8700485748e-07   -2.5689693354e-21    1.6714146198e-07   -4.4352390469e-22
 294.0000000   -1.3837704658e-06   -1.7990758270e-21    4.3129789784e-07    1.9777145276e-21
 295.0000000   -2.2991958673e-06   -4.2659093594e-22    4.7477088383e-07    4.2787565083e-21
 296.0000000   -1.9576105801e-06    9.6074443209e-22   -9.5522318059e-08    4.8533077607e-21
 297.0000000   -4.9073373240e-07    1.9349935570e-21   -1.0076530020e-06    2.6854547834e-21
 298.0000000    1.3864740698e-06    1.9276797941e-21   -1.4626174534e-06   -8.2777514862e-22
 299.0000000    2.7495613670e-06    9.8246276993e-22   -8.3139903153e-07   -4.0276328754e-21
 300.0000000    2.9515556892e-06   -1.8696018600e-22    7.1043042959e-07   -4.4449919426e-21
 301.0000000    1.9501892623e-06   -1.0524483890e-21    2.2145018326e-06   -2.1460296264e-21
 302.0000000    3.0146782605e-07   -1.3350565840e-21    2.6755259316e-06    7.4576794570e-22
 303.0000000   -1.1597149010e-06   -1.0894485655e-21    1.8275989089e-06    1.8898492057e-21
 304.0000000   -1.7603444011e-06   -4.8921513222e-22    3.3557586057e-07    8.2941012280e-22
 305.0000000   -1.3099245568e-06    1.9728580727e-22   -7.7083966147e-07   -7.8128178208e-22
 306.0000000   -1.4664880939e-07    8.2553271368e-22   -9.1590774089e-07   -9.8955842862e-22
 307.0000000    1.0864725907e-06    9.4597796568e-22   -3.5578475605e-07    9.9633743223e-22
 308.0000000    1.7939465113e-06    6.4709919267e-22    1.5515025322e-07    3.1740471067e-21
 309.0000000    1.7167689217e-06    1.3263970369e-23    5.6637776278e-08    3.3224129356e-21
 310.0000000    1.0177973928e-06   -5.4930285670e-22   -5.8218040306e-07    8.8113799165e-22
 311.0000000    1.4228827980e-07   -7.7844481107e-22   -1.2083138985e-06   -2.4994554678e-21
 312.0000000   -4.4822633937e-07   -4.7033184688e-22   -1.3037081583e-06   -4.2154222615e-21
 313.0000000   -5.1484273660e-07    2.0433946069e-23   -7.8958236468e-07   -3.0622484771e-21
 314.0000000   -1.3123349818e-07    4.2100908240e-22   -7.1561555512e-09   -3.9773493414e-22
 315.0000000    4.0361383787e-07    5.9198989995e-22    6.2316294331e-07    1.5672633071e-21
 316.0000000    7.6022132477e-07    4.3588621652e-22    9.1487847735e-07    1.5290587104e-21
 317.0000000    7.6254280798e-07    1.4527924963e-22    9.5402789372e-07    7.0550105198e-22
 318.0000000    4.6382628629e-07   -2.3889686949e-22    9.0987827348e-07    2.2279592811e-22
 319.0000000    8.7947652873e-08   -4.4732215005e-22    8.4843411614e-07    9.3414540551e-22
 320.0000000   -1.1574115260e-07   -4.7825095014e-22    7.1332391061e-07    1.6900463137e-21
 321.0000000   -1.7248112851e-08   -3.0643045641e-22    4.3977513344e-07    1.1139667159e-21
 322.0000000    3.2621306246e-07   -1.1575681814e-23    5.1759308871e-08   -1.0154482124e-21
 323.0000000    7.0963011079e-07    2.8949705852e-22   -3.4983119488e-07   -3.2263582025e-21
 324.0000000    9.0025576642e-07    4.6685459849e-22   -6.6580627591e-07   -3.4723329593e-21
 325.0000000    7.7103222889e-07    4.2795206810e-22   -8.4334663306e-07   -1.4981339493e-21
 326.0000000    3.7388213983e-07    2.1749518673e-22   -8.4889827681e-07    1.5588347891e-21
 327.0000000   -8.8331379091e-08   -9.8964405474e-23   -6.2774565727e-07    3.7493706098e-21
 328.0000000   -3.7570914249e-07   -3.0902304462e-22   -1.2722251622e-07    3.5173529103e-21
 329.0000000   -3.4508083658e-07   -3.4992042123e-22    6.1554968283e-07    1.3995572847e-21
 330.0000000   -2.5379809114e-08   -2.4463907006e-22    1.4066229462e-06   -8.3765284835e-22
 331.0000000    4.0726745441e-07   -7.3311305168e-23    1.9381285520e-06   -2.0293276898e-21
 332.0000000    7.3454681990e-07    8.3130843768e-23    1.9432166682e-06   -1.7885195807e-21
 333.0000000    8.1424043871e-07    1.4218327982e-22    1.3644178054e-06   -1.1312599605e-21
 334.0000000    6.4342622373e-07    1.4339143607e-22    4.1193350754e-07   -6.2780423553e-22
 335.0000000    3.3908796357e-07    8.9657411892e-23   -5.3770958644e-07   -5.7743022870e-22
 336.0000000    6.0672536855e-08    3.1107120521e-23   -1.1385668979e-06   -3.6219201720e-22
 337.0000000   -7.2953157902e-08    7.7651680978e-25   -1.2394652927e-06    2.8570931449e-22
 338.0000000   -2.9221354010e-08    2.7937338564e-23   -9.1941030115e-07    1.4778906425e-21
 339.0000000    1.4116812461e-07    4.5572481873e-23   -3.9642936984e-07    2.2565357863e-21
 340.0000000    3.4068837290e-07    7.4343261450e-23    1.0399531608e-07    1.9237022185e-21
 341.0000000    4.7157957460e-07    4.9226939970e-24    4.2882596021e-07    4.2664748149e-22
 342.0000000    4.7510559289e-07   -3.3782734763e-23    5.0058497202e-07   -1.4445610799e-21
 343.0000000    3.5332354122e-07   -1.1770198505e-22    2.9149691464e-07   -2.5121378268e-21
 344.0000000    1.6712553777e-07   -1.7256005398e-22   -1.7195206664e-07   -2.2165273866e-21
 345.0000000    8.8811944787e-09   -1.4218519832e-22   -7.7024655111e-07   -5.5113775979e-22
 346.0000000   -4.2107291878e-08   -5.4130246921e-23   -1.2764282453e-06    1.2539444163e-21
 347.0000000    3.8812511568e-08    6.6405477964e-23   -1.4253413114e-06    2.1198797330e-21
 348.0000000    2.0681737759e-07    1.4659756874e-22   -1.0558146653e-06    1.7005153183e-21
 349.0000000    3.7109417604e-07    1.7639303445e-22   -2.3577172246e-07    2.8853739976e-22
 350.0000000    4.4486522533e-07    9.7621852565e-23    7.3219401114e-07   -9.1294243997e-22
 351.0000000    3.9204178413e-07   -7.7935923339e-24    1.4528819488e-06   -1.5131992993e-21
 352.0000000    2.4240885170e-07   -8.6995328192e-23    1.6505577285e-06   -1.1761038126e-21
 353.0000000    6.8669277650e-08   -4.6522447108e-23    1.3190743787e-06   -4.1926263270e-22
 354.0000000   -5.6188558345e-08    4.5575713047e-23    7.1611339071e-07    2.7769600230e-22
 355.0000000   -9.2349607455e-08    1.6866083443e-22    2.0784416636e-07    4.2696252098e-22
 356.0000000   -3.9511675268e-08    2.5470700518e-22    6.1161857239e-08    3.6021696193e-22
 357.0000000    7.9667428635e-08    2.1611547531e-22    3.0523348613e-07    8.6866889015e-23
 358.0000000    2.3939342413e-07    7.5916439422e-23    7.3509473349e-07    1.6220656383e-22
 359.0000000    4.1677438159e-07   -1.0977591457e-22    1.0445403013e-06    4.1026219678e-22
 360.0000000    5.8335402592e-07   -2.6727627308e-22    1.0047335831e-06    7.0312209992e-22
 361.0000000    6.9661021413e-07   -3.6525840158e-22    5.8529911384e-07    6.4810893463e-22
 362.0000000    7.0703412212e-07   -3.2540025140e-22   -4.6588056893e-08    1.4273793107e-22
 363.0000000    5.8276951054e-07   -2.2855872742e-22   -6.3935788375e-07   -4.7950828082e-22
 364.0000000    3.3684353744e-07   -4.8655022124e-23   -1.0058182691e-06   -7.9829391460e-22
 365.0000000    3.5803668077e-08    1.0165920481e-22   -1.1127267981e-06   -7.5028467294e-22
 366.0000000   -2.2143924504e-07    2.3395963521e-22   -1.0601857427e-06   -5.9897892989e-23
 367.0000000   -3.4647529700e-07    3.3213724975e-22   -9.7751022994e-07    6.2357462842e-22
 368.0000000   -3.0285201781e-07    2.5106951075e-22   -9.1895321457e-07    8.9541008839e-22
 369.0000000   -1.2248935492e-07    1.3480297486e-22   -8.3656510547e-07    5.1531413457e-22
 370.0000000    1.1227197910e-07   -4.5430310205e-23   -6.4343965979e-07   -5.6349215460e-22
 371.0000000    3.1031699949e-07   -1.4168658775e-22   -3.0908398639e-07   -1.3571351977e-21
 372.0000000    4.1324377184e-07   -1.3125191434e-22    9.3888752191e-08   -1.5413476739e-21
 373.0000000    4.1449995140e-07   -2.0642356810e-23    4.2970557733e-07   -8.6354424776e-22
 374.0000000    3.4888227243e-07    1.5742281033e-22    5.9263811594e-07    2.7364168639e-22
 375.0000000    2.6316735959e-07    2.9733034634e-22    5.7890629285e-07    1.3032658681e-21
 376.0000000    1.8823646534e-07    3.0871123631e-22    4.8311540137e-07    1.7680032397e-21
 377.0000000    1.2886958440e-07    1.4957751920e-22    4.2669950334e-07    1.5070277564e-21
 378.0000000    7.3572022751e-08   -1.0957235059e-22    4.7653514326e-07    6.2226923401e-22
 379.0000000    1.3529792589e-08   -3.8266312177e-22    6.1260188584e-07   -3.8728693215e-22
 380.0000000   -4.4269358154e-08   -5.2000741520e-22    7.5909576077e-07   -1.0082233068e-21
 381.0000000   -7.8330948551e-08   -4.8058224237e-22    8.4417391610e-07   -1.2744995314e-21
 382.0000000   -6.6168347079e-08   -3.3835887580e-22    8.3889729372e-07   -1.0167116016e-21
 383.0000000   -3.9610125074e-10   -9.7814107434e-23    7.5243504656e-07   -3.2117508715e-22
 384.0000000    1.0267997892e-07    1.2896747414e-22    6.0065330319e-07    3.8443057410e-22
 385.0000000    2.0703527919e-07    3.3861413857e-22    3.8410998390e-07    1.0503982089e-21
 386.0000000    2.7185161220e-07    4.1454027151e-22    9.6613415624e-08    1.2642227817e-21
 387.0000000    2.7056835968e-07    4.1120569967e-22   -2.4621009773e-07    9.7522009281e-22
 388.0000000    2.0505249519e-07    3.5820151698e-22   -5.8861628597e-07    2.9660564191e-22
 389.0000000    1.0738838420e-07    2.5478899623e-22   -8.4889102350e-07   -3.0608429163e-22
 390.0000000    2.6932810230e-08    1.7457549893e-22   -9.6068463864e-07   -6.1778597972e-22
 391.0000000    7.5393654999e-09    5.7214402760e-23   -9.1286671306e-07   -4.0091440962e-22
 392.0000000    6.5757154545e-08   -1.1121055595e-22   -7.5835789284e-07   -1.9777533017e-22
 393.0000000    1.8147932754e-07   -2.9655394312e-22   -5.8400151362e-07   -2.4070834656e-23
 394.0000000    3.0664505866e-07   -3.7550990779e-22   -4.6083222423e-07   -3.1341562409e-22
 395.0000000    3.8804198447e-07   -4.4583419429e-22   -4.0718696982e-07   -7.2200427455e-22
 396.0000000    3.9254526861e-07   -3.3528118231e-22   -3.8732416138e-07   -1.0984554638e-21
 397.0000000    3.2185260952e-07   -2.0188699943e-22   -3.4336172715e-07   -9.8575533651e-22
 398.0000000    2.0959270405e-07   -6.8534014013e-23   -2.3631626483e-07   -5.5271497672e-22
 399.0000000    1.0312956742e-07    9.5759080600e-23   -6.8019430425e-08    8.9570574084e-23
 400.0000000    4.0202081493e-08    1.9709839916e-22    1.2831350670e-07    4.3849296636e-22
 401.0000000    3.2635725826e-08    2.9832139545e-22    3.1746738334e-07    4.8184886268e-22
 402.0000000    6.4805048965e-08    4.0014539015e-22    4.8656671061e-07    3.3070422396e-22
 403.0000000    1.0598484359e-07    4.1917377541e-22    6.4559905303e-07    2.5490087564e-22
 404.0000000    1.2817717392e-07    3.9754106369e-22    8.0590246184e-07    4.2797226294e-22
 405.0000000    1.1889013411e-07    2.4841267771e-22    9.5666964965e-07    7.3830393314e-22
 406.0000000    8.2718371818e-08    3.0954649485e-24    1.0608702723e-06    7.1914145415e-22
 407.0000000    3.3265294723e-08   -3.3277217549e-22    1.0755053288e-06    5.1426400294e-22
 408.0000000   -1.7263848750e-08   -5.6585616247e-22    9.8041393813e-07   -1.9736012428e-23
 409.0000000   -6.3195210857e-08   -7.0686783869e-22    7.9205918324e-07   -5.6363957692e-22
 410.0000000   -1.0251746442e-07   -6.0271659072e-22    5.5042518718e-07   -5.5173593092e-22
 411.0000000   -1.2952513316e-07   -4.2703199123e-22    2.8904243784e-07   -2.8153221395e-22
 412.0000000   -1.2981210076e-07   -4.9798857815e-23    1.2542614760e-08    8.9264420322e-23
 413.0000000   -8.2962189011e-08    2.6818100188e-22   -2.9877840867e-07    3.2388079170e-22
 414.0000000    2.6722985283e-08    4.4630271456e-22   -6.5872723470e-07    4.7414251205e-23
 415.0000000    1.9654310368e-07    5.4237198789e-22   -1.0415141160e-06   -3.7924292381e-22
 416.0000000    3.9676497289e-07    5.0583013323e-22   -1.3717416660e-06   -7.6306765273e-22
 417.0000000    5.7382948764e-07    3.4549977093e-22   -1.5501713779e-06   -9.3801635229e-22
 418.0000000    6.6694995013e-07    2.1584890344e-22   -1.5028143492e-06   -6.9445043598e-22
 419.0000000    6.3238462480e-07    1.4854354344e-22   -1.2240444212e-06   -2.8140296698e-22
 420.0000000    4.6410337929e-07    3.1600884339e-24   -7.8681522873e-07    9.7452215916e-23
 421.0000000    1.9954199527e-07    3.3882093372e-23   -3.1287297113e-07    3.6197714411e-22
 422.0000000   -9.4113275421e-08   -6.5268104622e-23    8.0219573094e-08    5.3424235344e-22
 423.0000000   -3.4724031913e-07   -1.5508344016e-22    3.2579089656e-07    4.9371696577e-22
 424.0000000   -5.1489905728e-07   -2.4789568982e-22    4.2495363489e-07    6.1737077382e-22
 425.0000000   -5.8980975831e-07   -3.5146774980e-22    4.2950771470e-07    7.1496839258e-22
 426.0000000   -5.9535609851e-07   -3.5539685771e-22    4.0619589538e-07    8.6736672692e-22
 427.0000000   -5.6419691885e-07   -3.2589300547e-22    4.0507232163e-07    8.7464817813e-22
 428.0000000   -5.1575670054e-07   -2.3891625653e-22    4.4694703029e-07    7.4374523061e-22
 429.0000000   -4.4541074842e-07   -4.4535274933e-23    5.2925588877e-07    4.0918944692e-22
 430.0000000   -3.3047909439e-07    7.3271723283e-23    6.3818119319e-07   -7.5699950746e-23
 431.0000000   -1.4828369392e-07    1.1709937105e-22    7.5492052288e-07   -2.7044928621e-22
 432.0000000    1.0479634320e-07    1.4084365516e-22    8.5362291714e-07   -2.8299916707e-22
 433.0000000    4.0411390260e-07    8.1223643156e-23    8.9847237862e-07   -2.9022407273e-22
 434.0000000    7.0227941257e-07    2.3442169313e-24    8.4916990245e-07   -2.6603711775e-22
 435.0000000    9.4623793390e-07   -1.1925658377e-23    6.7663134146e-07   -2.9202383680e-22
 436.0000000    1.0968136535e-06    1.1730778179e-23    3.8087056008e-07   -3.7517164423e-22
 437.0000000    1.1408490722e-06    7.5560202459e-23   -7.9187414676e-10   -4.2116417876e-22
 438.0000000    1.0905969519e-06    1.8523221458e-22   -4.0185428916e-07   -4.2905470632e-22
 439.0000000    9.7224147596e-07    3.0011025430e-22   -7.4787882589e-07   -3.9466854976e-22
 440.0000000    8.1120089337e-07    2.8114689642e-22   -9.8048027692e-07   -4.3522624917e-22
 441.0000000    6.2288153548e-07    1.6364605197e-22   -1.0734817797e-06   -4.5847454803e-22
 442.0000000    4.1333872839e-07    2.3228104018e-24   -1.0360006380e-06   -4.7026267955e-22
 443.0000000    1.8761324610e-07   -2.3785885476e-22   -9.0360483825e-07   -2.1960999028e-22
 444.0000000   -4.1347608457e-08   -3.3290142246e-22   -7.2274435494e-07    1.3603243667e-22
 445.0000000   -2.5026866198e-07   -3.6378013935e-22   -5.3491311904e-07    5.8614470570e-22
 446.0000000   -4.1206064400e-07   -2.8935650244e-22   -3.6625637411e-07    1.0152026432e-21
 447.0000000   -5.0764968831e-07   -1.4319918120e-22   -2.2585120231e-07    1.1202481186e-21
 448.0000000   -5.3599473855e-07    2.0660128268e-23   -1.1168514747e-07    9.4741260706e-22
 449.0000000   -5.1624127662e-07    2.0272225797e-22   -1.9017983261e-08    5.3032051567e-22
 450.0000000   -4.8060864673e-07    2.3816541241e-22    5.5441706709e-08    1.7458357686e-22
 451.0000000   -4.6171937608e-07    2.4797323801e-22    1.1623516408e-07   -4.5235147279e-22
 452.0000000   -4.8061221738e-07    2.3842996481e-22    1.7461215145e-07   -7.9933919947e-22
 453.0000000   -5.4052395576e-07    9.7226033718e-23    2.4871433114e-07   -1.1637348775e-21
 454.0000000   -6.2790811173e-07   -1.0171736595e-23    3.5391211564e-07   -1.1642437875e-21
 455.0000000   -7.1854802483e-07   -8.3923289257e-23    4.8784529981e-07   -1.0134190350e-21
 456.0000000   -7.8502216998e-07   -1.8060810128e-22    6.2188806028e-07   -5.1851622827e-22
 457.0000000   -8.0261131454e-07   -1.8011534721e-22    7.0876429630e-07    3.1240608408e-23
 458.0000000   -7.5286679872e-07   -1.2943680220e-22    7.0497060915e-07    7.0947862750e-22
 459.0000000   -6.2576571914e-07   -3.7890365051e-23    5.9483431076e-07    1.2452689154e-21
 460.0000000   -4.2156304178e-07    8.2724523604e-23    4.0037338684e-07    1.4063750624e-21
 461.0000000   -1.5232124368e-07    1.6491105669e-22    1.7052715878e-07    1.3167859091e-21
 462.0000000    1.5811657066e-07    1.2694637463e-22   -4.2307977075e-08    8.9788678347e-22
 463.0000000    4.7703577809e-07    1.0024395048e-22   -2.0256247179e-07    2.6523740212e-22
 464.0000000    7.6872884161e-07   -4.8083104279e-23   -2.9728000187e-07   -2.4406997949e-22
 465.0000000    1.0017774085e-06   -1.7750294281e-22   -3.2875735620e-07   -7.5153236060e-22
 466.0000000    1.1553190702e-06   -3.0742684453e-22   -3.0517400777e-07   -9.0070275184e-22
 467.0000000    1.2223260743e-06   -2.7379274379e-22   -2.3917720915e-07   -9.1690385962e-22
 468.0000000    1.2091541076e-06   -2.2640636146e-22   -1.5401080185e-07   -8.0871768279e-22
 469.0000000    1.1317506657e-06   -1.0983760981e-22   -8.7064547537e-08   -6.3364942978e-22
 470.0000000    1.0095675816e-06    1.9156016647e-23   -8.0922761774e-08   -4.9701276352e-22
 471.0000000    8.5871113755e-07    1.6563403193e-22   -1.6255574761e-07   -3.0218345649e-22
 472.0000000    6.8649882296e-07    2.3895664621e-22   -3.2335020813e-07   -2.5049032276e-22
 473.0000000    4.8996576205e-07    2.9981742913e-22   -5.1555520624e-07   -1.6984344421e-22
 474.0000000    2.6003142189e-07    3.2724040514e-22   -6.7108395107e-07   -2.4867117165e-23
 475.0000000   -9.4075716170e-09    2.7143802554e-22   -7.3336280966e-07    7.2824205647e-23
 476.0000000   -3.1123793591e-07    2.3813754354e-22   -6.8360089522e-07    2.7318285964e-22
 477.0000000   -6.1913323751e-07    1.5074720429e-22   -5.4636825998e-07    3.9193497633e-22
 478.0000000   -8.8986021141e-07    4.1022180710e-23   -3.7277361150e-07    5.6074767595e-22
 479.0000000   -1.0740798546e-06    1.6871576439e-23   -2.1289793872e-07    6.5624886846e-22
 480.0000000   -1.1316331206e-06   -6.9193981357e-23   -9.3600595220e-08    8.0020838535e-22
 481.0000000   -1.0451996558e-06   -1.4749987415e-22   -1.1897428453e-08    6.6412424989e-22
 482.0000000   -8.2717977702e-07   -1.6527133262e-22    5.6390219213e-08    3.8400244351e-22
 483.0000000   -5.1771156410e-07   -2.1036560070e-22    1.4058265103e-07    2.2737773322e-23
 484.0000000   -1.7500633406e-07   -1.7198571275e-22    2.6060965863e-07   -4.0369968184e-22
 485.0000000    1.3872507867e-07   -1.7058984547e-22    4.1919582252e-07   -5.2612160471e-22
 486.0000000    3.7181878778e-07   -1.8048471082e-22    6.0148133544e-07   -5.5446627318e-22
 487.0000000    4.9452298253e-07   -1.5646719054e-22    7.8018184555e-07   -4.4761134014e-22
 488.0000000    5.0436464110e-07   -1.3008707602e-22    9.2364972892e-07   -2.6852350635e-22
 489.0000000    4.2410578703e-07   -1.1603146796e-23    1.0042108583e-06   -3.4651112848e-23
 490.0000000    2.9290145786e-07    3.8438049090e-23    1.0044310964e-06    2.9439551871e-22
 491.0000000    1.5349677547e-07    1.0671760813e-22    9.1982148709e-07    4.9507244337e-22
 492.0000000    3.9811228484e-08    2.1818019567e-22    7.5795917451e-07    6.2421758161e-22
 493.0000000   -3.0828649366e-08    2.3839926865e-22    5.3530681884e-07    6.5272305149e-22
 494.0000000   -5.8435543932e-08    2.1980062957e-22    2.7330742601e-07    5.6571399080e-22
 495.0000000   -5.4672019578e-08    2.2403023668e-22   -5.2936427544e-09    5.3565760776e-22
 496.0000000   -3.3983378106e-08    1.6411780341e-22   -2.7955148740e-07    3.4327349186e-22
 497.0000000   -5.9096053864e-09    3.7694879008e-23   -5.3245532750e-07    2.7246553896e-22
 498.0000000    2.8075524234e-08   -1.1460328893e-22   -7.5147487725e-07    4.6186404984e-23
 499.0000000    7.2426112604e-08   -2.0073791308e-22   -9.2742714819e-07   -1.2253905293e-22
 500.0000000    1.3207548689e-07   -2.5949237427e-22   -1.0528591829e-06   -3.0343957549e-22
 501.0000000    2.0711651285e-07   -3.1347075600e-22   -1.1219080310e-06   -4.4897166451e-22
 502.0000000    2.9045315000e-07   -3.3126967946e-22   -1.1325643747e-06   -5.6074282919e-22
 503.0000000    3.6912877437e-07   -2.2487034199e-22   -1.0898304297e-06   -6.2472169528e-22
 504.0000000    4.2781824668e-07   -1.4313617330e-22   -1.0065754678e-06   -4.7267555894e-22
 505.0000000    4.5211054596e-07   -2.5196293043e-23   -8.9991873535e-07   -2.8730309119e-22
 506.0000000    4.3013053479e-07    1.3479328134e-22   -7.8436105040e-07   -1.3940578261e-22
 507.0000000    3.5287949194e-07    2.6072264387e-22   -6.6591050164e-07   -2.0304699099e-23
 508.0000000    2.1492324965e-07    3.5294278086e-22   -5.4130691968e-07   -1.9736012428e-23
 509.0000000    1.6746630719e-08    3.5454221212e-22   -4.0290933081e-07   -1.4908638072e-23
 510.0000000   -2.3152738981e-07    2.8714637924e-22   -2.4562073760e-07   -1.8564388638e-22
 511.0000000   -5.0704769485e-07    1.7327454739e-22   -7.0832171019e-08   -4.2240494968e-22
 512.0000000   -7.7426385532e-07   -3.0067591175e-23    1.1505404952e-07   -4.9913039436e-22
 513.0000000   -9.8946906757e-07   -1.3489824402e-22    3.0552288746e-07   -5.8332550615e-22
 514.0000000   -1.1092385404e-06   -2.2244706227e-22    4.9755972118e-07   -5.0092571556e-22
 515.0000000   -1.1003788076e-06   -3.3192823316e-22    6.9039912259e-07   -4.5676848802e-22
 516.0000000   -9.4835211336e-07   -3.3032960969e-22    8.7981214269e-07   -1.9138245188e-22
 517.0000000   -6.6173357959e-07   -3.1518375799e-22    1.0520549732e-06    2.4311355191e-23
 518.0000000   -2.7161904947e-07   -2.1422806564e-22    1.1823273051e-06    2.0187084355e-22
 519.0000000    1.7362530216e-07   -1.4854839020e-22    1.2399256455e-06    1.9998383778e-22
 520.0000000    6.1676905696e-07   -3.4092927493e-23    1.1981882358e-06    1.4101490739e-22
 521.0000000    1.0012328408e-06    5.6407416986e-23    1.0445105617e-06   -1.3573193747e-22
 522.0000000    1.2797034392e-06    1.4021034500e-22    7.8575433959e-07   -3.5422394145e-22
 523.0000000    1.4203546480e-06    1.8869391294e-22    4.4696199283e-07   -5.0167857916e-22
 524.0000000    1.4099686667e-06    2.3977070018e-22    6.4700330338e-08   -5.4800473244e-22
 525.0000000    1.2540376190e-06    2.4826162031e-22   -3.2135091527e-07   -2.1984142314e-22
 526.0000000    9.7445142276e-07    2.3785804696e-22   -6.7486921318e-07    1.9458292999e-22
 527.0000000    6.0554281936e-07    2.2966298122e-22   -9.6563210971e-07    6.6105948110e-22
 528.0000000    1.8915876113e-07    2.2630175219e-22   -1.1693553052e-06    1.0304020870e-21
 529.0000000   -2.3072413443e-07    1.3833328519e-22   -1.2671503264e-06    1.2687787374e-21
 530.0000000   -6.1334502524e-07    8.9689925583e-23   -1.2469302813e-06    1.3921255839e-21
 531.0000000   -9.2584508026e-07    3.8723099245e-23   -1.1072116767e-06    1.2797808858e-21
 532.0000000   -1.1465513924e-06   -4.1017737846e-23   -8.6147894708e-07    1.0331033486e-21
 533.0000000   -1.2662069662e-06   -2.3499522656e-23   -5.4011340088e-07    7.8556066460e-22
 534.0000000   -1.2869224596e-06   -1.5722328532e-22   -1.8759576233e-07    5.6246868015e-22
 535.0000000   -1.2192992345e-06   -1.7334926829e-22    1.4518234010e-07    2.8980725125e-22
 536.0000000   -1.0787930460e-06   -2.0229574297e-22    4.1138422566e-07    1.2941499177e-22
 537.0000000   -8.8259045386e-07   -1.5003190309e-22    5.7812356803e-07    3.3617137082e-23
 538.0000000   -6.4787270834e-07   -7.1791441572e-23    6.3269973740e-07    1.4004232394e-22
 539.0000000   -3.9151408925e-07   -3.3985490949e-23    5.8348127930e-07    1.1374218099e-22
 540.0000000   -1.3047058644e-07    3.5245648913e-23    4.5555711286e-07    2.1471354958e-22
 541.0000000    1.1816803015e-07    9.7906195901e-23    2.8284446195e-07    1.4272177520e-22
 542.0000000    3.3812114748e-07    1.1272436109e-22    9.9252545600e-08    6.0973874020e-23
 543.0000000    5.1578436619e-07    7.2773314653e-23   -6.8456075541e-08   -2.9347907691e-22
 544.0000000    6.4235734263e-07    7.1600196445e-23   -2.0428579355e-07   -6.7450217579e-22
 545.0000000    7.1543757251e-07   -1.4045106748e-23   -3.0268179573e-07   -9.5026755147e-22
 546.0000000    7.3955462140e-07   -3.3967719490e-23   -3.6523378999e-07   -1.2391294823e-21
 547.0000000    7.2547892879e-07   -1.0735576505e-22   -3.9622187476e-07   -1.4167964072e-21
 548.0000000    6.8835897378e-07   -9.4085332329e-23   -3.9882321475e-07   -1.3757483771e-21
 549.0000000    6.4486771013e-07   -1.1031027002e-22   -3.7316886619e-07   -1.2692553356e-21
 550.0000000    6.0976934811e-07   -8.2911729763e-23   -3.1662336821e-07   -1.0617751735e-21
 551.0000000    5.9268642321e-07   -3.4195517276e-23   -2.2600262750e-07   -6.3897440498e-22
 552.0000000    5.9608717375e-07   -5.0573531846e-23   -1.0100600289e-07   -2.0405915633e-22
 553.0000000    6.1526548941e-07   -6.5859409513e-24    5.2194933836e-08    8.4251253445e-23
 554.0000000    6.4029269808e-07   -4.5014296518e-25    2.1851712286e-07    2.8902126811e-22
 555.0000000    6.5900565848e-07    2.8887505748e-23    3.7396488575e-07    3.9217892999e-22
 556.0000000    6.5969839739e-07    6.7334440566e-23    4.8883985351e-07    5.0569008202e-22
 557.0000000    6.3263512173e-07    6.1288913511e-23    5.3390437392e-07    2.9070228652e-22
 558.0000000    5.7049149685e-07    4.4554661978e-23    4.8802768348e-07   -3.6932321881e-24
 559.0000000    4.6860162641e-07    6.7967750723e-24    3.4499957960e-07   -2.5514806047e-22
 560.0000000    3.2582809461e-07    1.5311727061e-23    1.1718805287e-07   -4.0832510781e-22
 561.0000000    1.4602572044e-07    1.0739615473e-23   -1.6535211784e-07   -4.8098775474e-22
 562.0000000   -6.0872124538e-08    3.2785109708e-23   -4.6019546694e-07   -4.2087296918e-22
 563.0000000   -2.7935320978e-07   -4.0770956911e-23   -7.2071223192e-07   -2.3237959099e-22
 564.0000000   -4.9088394639e-07   -1.1158860334e-23   -9.0475556335e-07    1.4286960142e-22
 565.0000000   -6.7776783850e-07   -1.5861834481e-23   -9.8174592402e-07    4.3117274105e-22
